Nombre;Tipo de evento;Fecha inicio evento;Lenguajes del evento;Nombre lugar;Municipio;Pais
Donibane Ziburuko Gaztetxeak 27 urte;Concierto;22/09/2018;Euskera;Donibane Ziburuko Gaztetxea;Saint-Jean-de-Luz;Francia
Dukontenia parkea: baratze bat hiriaren bihotzean;otros;03/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
E. Rousseau-Plotto Gabriel Deluc, margolari donibandarra;otros;29/11/2018;Euskera;Maurice Ravel Entzundegia;Saint-Jean-de-Luz;Francia
Encuentro con Kirmen Uribe;Conferencia;17/11/2018;Euskera;Librairie du Vème Art;Saint-Jean-de-Luz;Francia
Euskal Herriko koperatibeen historia atzo eta gaur;Conferencia;22/02/2018;Euskera;;Saint-Jean-de-Luz;Francia
Euskal zizelkariak Donibane Lohizunen;Exposicion;10/06/2018;Euskera;Dukontenia / La Rotonde;Saint-Jean-de-Luz;Francia
Euskal zizelkaritza;Conferencia;30/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
Euskaralai;otros;10/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
Goraki;Concierto;17/09/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Goraki;Concierto;27/08/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Goraki;Concierto;30/07/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Goraki;Concierto;16/07/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Gure oroitzapenak;Proyeccion audiovisual;17/10/2018;Euskera;Le Select zinegela;Saint-Jean-de-Luz;Francia
Itsasoa;Concierto;26/07/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Jainkoak ez dit barkatzen;Proyeccion audiovisual;30/11/2018;Euskera;Le Select zinegela;Saint-Jean-de-Luz;Francia
Jean-Claude Roux Euskal Herriko historia geologikoa;Conferencia;27/09/2018;Euskera;;Saint-Jean-de-Luz;Francia
Joseba Martin Ayala olentzeroren gorabeherak;otros;24/12/2018;Euskera;;Saint-Jean-de-Luz;Francia
Joseba Martin Ayala: olentzeroren gorabeherak;Actividad infantil;23/12/2018;Euskera;Kolegioko plaza;Saint-Jean-de-Luz;Francia
Kantauri abesbatza;Concierto;15/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
Kike Amonarriz: Zergatik euskaraldia? Zergatik orain? Zergatik hemen?;Conferencia;23/11/2018;Euskera;Ikastola;Saint-Jean-de-Luz;Francia
Kiki Bordatxo;Concierto;24/06/2018;Euskera;Luis XIV plaza;Saint-Jean-de-Luz;Francia
Landarbaso abesbatza;Concierto;10/09/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Lokarri taldea;Concierto;01/10/2018;Euskera;;Saint-Jean-de-Luz;Francia
Murgiltzea arkitektura garaikidean;otros;20/10/2018;Euskera;;Saint-Jean-de-Luz;Francia
Musikaren Besta Donibane Lohizunen;Festivales (Gazteinformazioa);20/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
Musikaz;Concierto;21/06/2018;Euskera;Jai Alai;Saint-Jean-de-Luz;Francia
Mutxikoak eta Larrain dantza;Danza;24/06/2018;Euskera;Luis XIV plaza;Saint-Jean-de-Luz;Francia
olentzeroren mundu magikoa;Actividad infantil;22/12/2018;Euskera;Chez Renauld;Saint-Jean-de-Luz;Francia
Pablo Marticorena: Aturriko hegoaldeko iraultza neolitikoa;Conferencia;26/04/2018;Euskera;erretegia;Saint-Jean-de-Luz;Francia
Ravelen urratsen gibeletik;otros;03/01/2018;Euskera;Ziburuko Turismo Bulegoa;Saint-Jean-de-Luz;Francia
Robert Poulou: Pilota eta artea, Goyatik Boteroraino;Conferencia;31/05/2018;Euskera;Maurice Ravel Entzundegia;Saint-Jean-de-Luz;Francia
Ttitto Aguerre;Exposicion;15/12/2018;Euskera;Ilargi Urdina galeria;Saint-Jean-de-Luz;Francia
Udaberria Dantzan 2018;Festivales (Gazteinformazioa);03/06/2018;Euskera;Luis XIV plaza (euria baldin bada, Urdazuriko kiroldegia);Saint-Jean-de-Luz;Francia
Urepeleko meatze erromanoak;Conferencia;25/10/2018;Euskera;;Saint-Jean-de-Luz;Francia
Willis Drummond;Concierto;22/09/2018;Euskera;Akotz;Saint-Jean-de-Luz;Francia
Xabi Soubelet;Exposicion;19/10/2018;Euskera;;Saint-Jean-de-Luz;Francia
Xabier Soubelet;Exposicion;17/05/2018;Euskera;;Saint-Jean-de-Luz;Francia
Zeihar soak, exposicion de fotografia de Titika Rekalt;Exposicion;13/01/2018;Euskera;Dukontenia;Saint-Jean-de-Luz;Francia
Ziburuko arkitektura, egoitza ederrak eta 1854-1953ko Bordagaineko gune historikoak;otros;28/02/2018;Euskera;;Saint-Jean-de-Luz;Francia
Euskara altxorra da;Conferencia;03/12/2018;Euskera;;Bussunarits-Sarrasquette;Francia
Anne Etchegoyen;Concierto;15/12/2018;Euskera;Eliza;Esquiule;Francia
Elirale Bihotz 2;Danza;26/08/2018;Euskera;;Esquiule;Francia
Maskarada Eskiulan;Teatro;25/02/2018;Euskera;;Esquiule;Francia
Bertso saioa - Euskaraldia;Bertsolarismo;09/12/2018;Euskera;Etxebarre eta Lexantzu;Etchebar;Francia
Nogen + Xitoak;Concierto;22/12/2018;Euskera;;Espès-Undurein;Francia
Atsulai;Concierto;24/10/2018;Euskera;Eliza;Espelette;Francia
Elgarrekin;Concierto;14/06/2018;Euskera;;Espelette;Francia
Elgarrekin;Concierto;06/09/2018;Euskera;Iglesia;Espelette;Francia
Esne Beltza;Concierto;04/08/2018;Euskera;;Espelette;Francia
Esperantza dantza taldea;Danza;26/08/2018;Euskera;Pilota plaza;Espelette;Francia
Ezpela;Concierto;27/07/2018;Euskera;Eliza;Espelette;Francia
Ezpela dantza taldea;Danza;16/08/2018;Euskera;;Espelette;Francia
Ezpela dantza taldea;Danza;05/07/2018;Euskera;;Espelette;Francia
Ezpela Gizon Korua;Concierto;20/09/2018;Euskera;;Espelette;Francia
Ezpeletan Kantuz;Concierto;23/09/2018;Euskera;;Espelette;Francia
Ezpeletan Kantuz;Concierto;01/04/2018;Euskera;;Espelette;Francia
Ezpeletan Kantuz - Auzotik korua;Concierto;20/05/2018;Euskera;;Espelette;Francia
Gauargi festibala 2018;Festivales (Gazteinformazioa);18/07/2018;Euskera;;Espelette;Francia
Gogotik;Concierto;10/07/2018;Euskera;;Espelette;Francia
Jokoz Kanpo 2018;Festivales (Gazteinformazioa);02/06/2018;Euskera;;Espelette;Francia
KantuDantza gaualdia;Concierto;11/07/2018;Euskera;;Espelette;Francia
Michel Fenasse-Amat: Aria Pirenèus;Concierto;19/08/2018;Euskera;Eliza;Espelette;Francia
Soinu Ttikiren besta;Concierto;08/06/2018;Euskera;;Espelette;Francia
Zazpi senideko;Teatro;02/06/2018;Euskera;Salle Du Patronage;Espelette;Francia
Maskarada Gameren;Teatro;17/02/2018;Euskera;;Camou-Cihigue;Francia
Taldekako Xilaba Bertsolari Txapelket. Lehen fasea (Gamere);Bertsolarismo;12/10/2018;Euskera;Gamereko ostatua;Camou-Cihigue;Francia
Bihotzez;Concierto;03/09/2018;Euskera;;Guethary;Francia
Bihotzez;Concierto;23/07/2018;Euskera;;Guethary;Francia
Bihotzez;Concierto;05/06/2018;Euskera;Eliza;Guethary;Francia
Bihotzez - Shanteona;Concierto;25/04/2018;Euskera;;Guethary;Francia
Bihotzez + Betiko Ametsa;Concierto;25/11/2018;Euskera;;Guethary;Francia
Bihotzez + Les Contretemps;Concierto;03/11/2018;Euskera;;Guethary;Francia
Claude Labat Hagunaren zurrumurrua eta itsasoko mitologia;Conferencia;13/09/2018;Euskera;;Guethary;Francia
Egiazkiren eguna;Festivales (Gazteinformazioa);03/11/2018;Euskera;;Guethary;Francia
Ihauteriak Euskal Herrian;Exposicion;04/03/2018;Euskera;;Guethary;Francia
Duna lenga lautra - Musika zeharkaldiak Zuberotik Limousinera;otros;03/08/2018;Euskera;Irabarneko Jauregia;Gotein-Libarrenx;Francia
Xiru 2018;Festivales (Gazteinformazioa);30/03/2018;Euskera;;Gotein-Libarrenx;Francia
3. Hazparneko Kantu Alai;Concierto;28/09/2018;Euskera;;Hasparren;Francia
Aguxtin Alkhat & Julien Labat;Concierto;25/08/2018;Euskera;;Hasparren;Francia
Aguxtin Alkhat & Julien Labat;Concierto;14/07/2018;Euskera;;Hasparren;Francia
Aguxtin Alkhat & Julien Labat;Concierto;21/06/2018;Euskera;;Hasparren;Francia
Argiartea erakusketa;Exposicion;21/05/2018;Euskera;Choribit gela / Eihartzea;Hasparren;Francia
Artea : askatasunaren bidexka;Exposicion;22/03/2018;Euskera;;Hasparren;Francia
Ate idekiak Hazparneko ikastolan;otros;13/10/2018;Euskera;;Hasparren;Francia
Bertso Margo gaualdia: Maddalen Arzallus + Alaia Martin;Bertsolarismo;24/11/2018;Euskera;Berria Trinketa;Hasparren;Francia
Bertso margo gaualdia: Maddalen Arzallus + Alaia Martin;Bertsolarismo;24/11/2018;Euskera;Berria Trinketea;Hasparren;Francia
Bertso-bazkaria: Miren Artetxe + Alaia Martin;Bertsolarismo;21/04/2018;Euskera;;Hasparren;Francia
Bertsulari Gazteen Xapelgoa;Bertsolarismo;19/05/2018;Euskera;;Hasparren;Francia
Bidexka erakusketa;Exposicion;22/03/2018;Euskera;;Hasparren;Francia
Bilboko 4 artista;Exposicion;18/10/2018;Euskera;Choribit gela;Hasparren;Francia
Cumbiambero;Concierto;24/06/2018;Espanyol;Kalez kale;Hasparren;Francia
Cumbiambero;Concierto;24/06/2018;Euskera;;Hasparren;Francia
Doktor Mephisto - Newhouse - Falta - DJ Sun Set Stereo;Concierto;10/03/2018;Euskera;;Hasparren;Francia
Elgar oinka + Antton Larrandaburu;Danza;26/07/2018;Euskera;Elizako plaza;Hasparren;Francia
Elgar oinka dantza taldea;Danza;23/06/2018;Euskera;;Hasparren;Francia
Elgarrekin;Concierto;13/09/2018;Euskera;;Hasparren;Francia
Elgarrekin;Concierto;09/08/2018;Euskera;;Hasparren;Francia
Elgarrekin;Concierto;19/07/2018;Euskera;;Hasparren;Francia
Euskal Herriko Joaldunen Besta 2018;Festivales (Gazteinformazioa);29/09/2018;Euskera;Karriketan;Hasparren;Francia
Euskal ohizko kantua;otros;03/12/2018;Euskera;;Hasparren;Francia
Euskara hura gabe ez gara;Conferencia;29/11/2018;Euskera;;Hasparren;Francia
Gaien sintonia;Exposicion;08/06/2018;Euskera;Eihartzea / Mediateka;Hasparren;Francia
Gatibu;Concierto;23/02/2018;Euskera;Ttattola;Hasparren;Francia
Gernikaren inguruan;Exposicion;30/03/2018;Euskera;Mediateka;Hasparren;Francia
Gure oroitzapenak;Proyeccion audiovisual;22/11/2018;Euskera;Hazparneko Berria Trinketa;Hasparren;Francia
Handia;Proyeccion audiovisual;24/11/2018;Euskera;Berria Trinketa;Hasparren;Francia
Hazparneko Kultur Astea 2018;Festivales (Gazteinformazioa);28/05/2018;Euskera;;Hasparren;Francia
Hegalkanta;Concierto;22/07/2018;Euskera;Eliza;Hasparren;Francia
Hernandorena Bertsu Sariketa 2018: Finala;Bertsolarismo;05/10/2018;Euskera;Ttattola gaztetxea;Hasparren;Francia
Ihaute denbora, exposicion de fotografia de Eliane Heguiaphal;Exposicion;09/02/2018;Euskera;;Hasparren;Francia
Iparraldeko orkestra: Mozart eta bere gutunezko harremanak;Concierto;18/11/2018;Euskera;Eliza;Hasparren;Francia
Josiane Aguerre-Valencia & Philippe Albor Jo Kako Jo !;Danza;08/12/2018;Euskera;;Hasparren;Francia
Kantu poteoa;Concierto;24/11/2018;Euskera;;Hasparren;Francia
Koloreen kontzertua;Exposicion;16/11/2018;Euskera;;Hasparren;Francia
Kuartz + DJ Wall;Concierto;23/06/2018;Euskera;;Hasparren;Francia
Laida pilota;Danza;15/09/2018;Euskera;Mendeala;Hasparren;Francia
Lizeoko portretak;Teatro;02/03/2018;Espanyol;Eihartzea kultur etxea;Hasparren;Francia
Maskulinoa / Femininoa: arteak gainditzen duelarik;Conferencia;19/12/2018;Euskera;;Hasparren;Francia
Mendi Xola;Concierto;07/08/2018;Euskera;Eliza;Hasparren;Francia
Mendi Xola;Concierto;24/07/2018;Euskera;;Hasparren;Francia
Mendixola - Les Fagets - Les Copains dAccord - Lous Gaouyous;Concierto;16/06/2018;Euskera;;Hasparren;Francia
Musikaren Besta 2018 Hazparnen;Concierto;21/06/2018;Euskera;;Hasparren;Francia
Niko Etxart + Esne Beltza + Z?Anonymes;Concierto;07/07/2018;Euskera;Donemartiriko plaza;Hasparren;Francia
oroitzen naizeino;Teatro;22/04/2018;Euskera;Emile Lavigne gela;Hasparren;Francia
otxalde;Concierto;29/04/2018;Euskera;Urkoiko eliza;Hasparren;Francia
Patxi eta Konpainia;Danza;24/06/2018;Euskera;;Hasparren;Francia
Pauline & Juliette;Concierto;24/06/2018;Euskera;Pilota plaza;Hasparren;Francia
Sylex dantza konpainia Grrrrr;Actividad infantil;03/02/2018;Euskera;Pierre Espil mediateka;Hasparren;Francia
Txoria Txori 2018;Festivales (Gazteinformazioa);17/03/2018;Euskera;;Hasparren;Francia
Xabaltx + Urtz + Herritmo;Concierto;23/06/2018;Euskera;;Hasparren;Francia
Xaramela;Concierto;25/05/2018;Euskera;;Hasparren;Francia
Zarena Zarelako: Gizarte;Danza;24/06/2018;Euskera;;Hasparren;Francia
Zazpi senideko;Teatro;06/05/2018;Euskera;Haritz Barne;Hasparren;Francia
Kantaldia Heletan;Concierto;14/04/2018;Euskera;;Helette;Francia
Taldekako Xilaba Bertsolati Txapelketa. 1. fasea (Heleta);Bertsolarismo;19/10/2018;Euskera;Gaztetxea;Helette;Francia
11. Begirada artistikoak;Exposicion;14/03/2018;Euskera;;Hendaye;Francia
20 Aniversario de NEKaToENEa;otros;07/04/2018;Euskera;;Hendaye;Francia
20 urte arte sorkuntza eremu natural babestuan;Exposicion;07/04/2018;Euskera;;Hendaye;Francia
Abbadiako eremuko bidexketan barna;otros;09/03/2018;Euskera;;Hendaye;Francia
Aguxtin Alkhat & Julien Labat;Concierto;30/08/2018;Euskera;;Hendaye;Francia
Akelarreko dantzarien besta;Danza;23/06/2018;Euskera;;Hendaye;Francia
Akullu;Danza;22/09/2018;Euskera;Gaztelu Zahar pilotalekua;Hendaye;Francia
Amerikanoen jaraunspena + Mugi hitzen musika erakusketak;Exposicion;08/08/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Ander Fernandez Nigara zuek;Concierto;18/02/2018;Euskera;;Hendaye;Francia
Antzerkiaren Maiatza 2018;Festivales (Gazteinformazioa);24/05/2018;Euskera;;Hendaye;Francia
Argi (h)astea;Concierto;21/04/2018;Euskera;;Hendaye;Francia
Asteazken pedagogikoak;otros;24/01/2018;Euskera;;Hendaye;Francia
Begiradak 12 zm;otros;31/01/2018;Euskera;;Hendaye;Francia
Benyat Zintzo-Garmendia Eguberri Euskal Herrian;Conferencia;22/12/2018;Euskera;;Hendaye;Francia
Benyat Zintzo-Garmendia Sorgin ihiziaren bukaera Lapurdin;Conferencia;30/10/2018;Euskera;;Hendaye;Francia
Bertso ekitaldi berezia;Bertsolarismo;06/06/2018;Euskera;;Hendaye;Francia
Bertso saioa: Unai Agirre Goia + Amets Arzallus;Bertsolarismo;09/06/2018;Euskera;Errepublika plaza;Hendaye;Francia
Bertso sariketa: Peru Abarrategi, Elixabet Etxandi, Asier Galarza, Paule Ixiar Loizaga, Unai Mendiburu, Aitor Servier;Bertsolarismo;14/09/2018;Euskera;;Hendaye;Francia
Bertso-saioa: Maialen Akizu + Miren Artetxe + Arkaitz oiartzabal Xamoa + Egoitz Zelaia;Bertsolarismo;12/01/2018;Euskera;Sasiko Gaztetxea;Hendaye;Francia
Bertso-txokolatada: Maider Arregi + Miren Artetxe + Arkaitz oiartzabal Xamoa + Egoitz Zelaia;Bertsolarismo;22/04/2018;Euskera;;Hendaye;Francia
BiArte Zubilanak eginez;Danza;09/03/2018;Euskera;;Hendaye;Francia
Bidaia;Concierto;16/03/2018;Euskera;;Hendaye;Francia
Bidea;Teatro;29/09/2018;Euskera;Gaztelu Zahar pilotalekua;Hendaye;Francia
Bihotzez;Concierto;30/07/2018;Euskera;;Hendaye;Francia
Block;Danza;12/04/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Charlando con Mattin;Presentacion;15/11/2018;Euskera;Nekatoenea;Hendaye;Francia
Claude Labat: Etxearekiko debozioak zer gordetzen duen;Conferencia;17/02/2018;Euskera;Asporotsttipi;Hendaye;Francia
Dantza izpiak, exposicion de Gabrielle Duplantier;Exposicion;11/07/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Elise Archambault eta Jean-Christian Irigoyen Galtxetaburu;Concierto;06/10/2018;Euskera;;Hendaye;Francia
Emazteak kantuz;Concierto;18/03/2018;Euskera;;Hendaye;Francia
Emazteak kantuz;Concierto;08/03/2018;Euskera;;Hendaye;Francia
Entzun + Elkarrekin Abesbatza + Hendaia eta Donibane Lohizuneko herriarteko orkestra;Concierto;16/12/2018;Euskera;;Hendaye;Francia
Entzun korua;Concierto;19/07/2018;Euskera;;Hendaye;Francia
Erakusketa gurutzatua;Exposicion;24/10/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Estitxu;Proyeccion audiovisual;10/03/2018;Euskera;Asporotsttipi;Hendaye;Francia
Etxea eta bere izena;Conferencia;10/03/2018;Euskera;Asporotsttipi;Hendaye;Francia
Euskal dantzak;Danza;18/07/2018;Euskera;Sokoburu;Hendaye;Francia
Euskara ingurune digitalean;Conferencia;13/03/2018;Euskera;;Hendaye;Francia
Exposicion de acuarela de Marie-Claude Houdin y Guetty Troisfontaine;Exposicion;19/09/2018;Espanyol;Mendi Zolan Kulturgunea;Hendaye;Francia
Exposiciones fotograficas. Xavier Blondeau: Presence obscure + David Tatin: Bestioire argazki erakusektak;Exposicion;04/05/2018;Espanyol;LAngle Galeria;Hendaye;Francia
Frederic Gutierrez Barde;Exposicion;03/05/2018;Euskera;;Hendaye;Francia
Gaztelu Zahar;Concierto;23/07/2018;Euskera;Santa Ana eliza;Hendaye;Francia
Guitaralde 2018;Festivales (Gazteinformazioa);05/07/2018;Euskera;;Hendaye;Francia
Gure etxea, maisons pop-up;otros;12/02/2018;Euskera;;Hendaye;Francia
Gure oroitzapenak;Proyeccion audiovisual;09/10/2018;Euskera;Les Varietes Gela;Hendaye;Francia
Hendaiako ihauteriak 2018;otros;17/02/2018;Euskera;Abiatzea Gaztelu Zaharretik;Hendaye;Francia
Hendaiako Txotxongilo Egunak 2018;Festivales (Gazteinformazioa);19/11/2018;Euskera;Les Varietes Gela;Hendaye;Francia
Hendaiar margolarien 55. azoka;Exposicion;11/04/2018;Euskera;;Hendaye;Francia
Hernandorena Bertsu Sariketa 2018: 1. kanporaketa;Bertsolarismo;14/09/2018;Euskera;Baleak elkartea;Hendaye;Francia
Hitz-Enea erakusketa;Exposicion;13/01/2018;Euskera;;Hendaye;Francia
Hitz-Enea, bidaia euskal kostaldeko etxeetan zehar;otros;20/01/2018;Euskera;Asporotsttipi;Hendaye;Francia
Hitz-Enea, exposicion de fotografia de oskar Alegria;Exposicion;13/01/2018;Euskera;Asporotsttipi;Hendaye;Francia
Hozkailua;Teatro;30/03/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Inondik inora;Teatro;07/10/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Itsasoa;Concierto;14/09/2018;Euskera;Iglesia;Hendaye;Francia
Izpiliku sasi gibelean gordeturik, Cyranok lixibaren usain ona zuen;Teatro;04/02/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Jatorrizko leinuak - Pierre Loti Hendaian (1891-1923);Exposicion;11/09/2018;Euskera;Mediateca de Hendaya;Hendaye;Francia
Joseba Martin Ayala: Eguberri... argi berri;otros;15/12/2018;Euskera;Mediateka;Hendaye;Francia
Kalakan & Maurice Ravel kontserbatorioko ikasleak;Concierto;06/05/2018;Euskera;;Hendaye;Francia
L?Angle argazki-galeriaren estreinatzea;Exposicion;04/05/2018;Euskera;;Hendaye;Francia
LAngle argazki-galeriaren estreinatzea;otros;04/05/2018;Euskera;LAngle argazki-galeria;Hendaye;Francia
Lehen harria festibala;Festivales (Gazteinformazioa);18/10/2018;Euskera;Tren geltokiaren auzoa;Hendaye;Francia
Liher + Kopson + Non Servium;Concierto;26/05/2018;Espanyol;ondarraitz rugbi zelaian;Hendaye;Francia
Manez eta Kobreak;Concierto;07/04/2018;Euskera;Gaztelu Behatokia;Hendaye;Francia
Manez eta Kobreak - Diskoaren aurkezpena;otros;09/06/2018;Euskera;;Hendaye;Francia
Mattinekin kalakan;Conferencia;15/11/2018;Euskera;Nekatoenea;Hendaye;Francia
Meeting Point;Danza;27/05/2018;Euskera;45 Rue du Port, 64700 Hendaye, Francia;Hendaye;Francia
Michel Fenasse-Amat: Aria Pirenèus;Concierto;22/08/2018;Euskera;Santa Ana eliza (hondartza);Hendaye;Francia
Monique Suertegaray - Maite Counil - Anne-Marie Lalague;Exposicion;21/02/2018;Euskera;;Hendaye;Francia
Mutxikoak eta fandango lehiaketa;Danza;22/03/2018;Euskera;;Hendaye;Francia
Mutxikoak Hendaian;Danza;24/06/2018;Euskera;;Hendaye;Francia
Mutxikoak Hendaian;Danza;25/02/2018;Euskera;;Hendaye;Francia
Nere azalean arrotz;Danza;22/09/2018;Espanyol;Gaztelu Zahar frontoia;Hendaye;Francia
oharkabe + Unidad Alavesa + Revolta Permanent + Tirry & Tery;Concierto;26/01/2018;Euskera;Plaza;Hendaye;Francia
olentzero Rock 8;Concierto;30/11/2018;Euskera;Gaztelu Zahar pilotalekua - oihaletxe berotua;Hendaye;Francia
Paisaia sumatuak;Danza;22/08/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Pauline & Juliette;Concierto;28/04/2018;Euskera;;Hendaye;Francia
Pirritx, Porrotx eta Marimotots Borobilean;Teatro;18/03/2018;Euskera;;Hendaye;Francia
Pirritx, Porrotx eta Marimotots: Borobilean;Actividad infantil;18/03/2018;Euskera;Beltzinea frontoia;Hendaye;Francia
Proyeccion de Emak bakia baita y tertulia con oskar Alegria;Proyeccion audiovisual;24/02/2018;Euskera;Asporotsttipi;Hendaye;Francia
Proyeccion del ultimo episodio de Go!azen, y tertulia con el reparto;Proyeccion audiovisual;01/02/2018;Euskera;Sokoburu - Antoine dAbbadie dArrast gela;Hendaye;Francia
San Patrick eguna Hendaian;Concierto;17/03/2018;Euskera;;Hendaye;Francia
Toponimia eta domonimia Abbadiako eremuan;otros;20/01/2018;Euskera;;Hendaye;Francia
Toponimia eta historia: Hendaiako gaztelu zaharraren adibidea;Conferencia;10/02/2018;Euskera;Asporotsttipi;Hendaye;Francia
Tristtan Mourguy;Concierto;11/05/2018;Euskera;;Hendaye;Francia
Tristtan Mourguy;Concierto;11/05/2018;Euskera;Hotel de la Gare;Hendaye;Francia
Ven;Danza;22/09/2018;Espanyol;Gaztelu Zahar frontoia;Hendaye;Francia
Xabier Leteren obra eta garaia mahain ingurua;otros;26/05/2018;Euskera;Mediateka;Hendaye;Francia
Xilaba Taldekako Bertsolari Txapelketa 2018 - Lehen fasea (Hendaia);Bertsolarismo;16/11/2018;Euskera;;Hendaye;Francia
Xilaba Taldekako Bertsolari Txapelketa 2018 - Lehen Fasea (Hendaia);Bertsolarismo;03/11/2018;Euskera;Bakarxoko ostatua;Hendaye;Francia
Zazpi senideko;Teatro;27/04/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Zer kontatzen dute erlaitzeko baserriek ?;otros;10/02/2018;Euskera;;Hendaye;Francia
Zubilanak eginez;Teatro;09/03/2018;Euskera;Mendi Zolan Kulturgunea;Hendaye;Francia
Maskarada Idauzen;Teatro;10/03/2018;Euskera;;Idaux-Mendy;Francia
Xipri Arbelbide Bestaberri, historia eta sinboloak;Conferencia;08/06/2018;Euskera;;Iholdy;Francia
Basses-Pyrenees departamendua lehen munduko gerlaren garaian;Exposicion;27/10/2018;Euskera;ospitalea;Irissarry;Francia
Eguberri ospitalean;otros;22/12/2018;Euskera;;Irissarry;Francia
Izarren hautsa ikusgarria;otros;22/12/2018;Euskera;;Irissarry;Francia
olentzero erakusketa;Exposicion;01/12/2018;Euskera;Mediateka;Irissarry;Francia
Aguxtin Alkhat & Taldea;Concierto;19/08/2018;Euskera;;Itxassou;Francia
Arraga;Concierto;17/08/2018;Euskera;;Itxassou;Francia
Bertso-saioa: Gillen Hiribarren + Mizel Mateo;Bertsolarismo;02/12/2018;Euskera;Krakada ostatutik abiatuta;Itxassou;Francia
Elepika festibala;otros;18/04/2018;Euskera;;Itxassou;Francia
Errobiko Festibala 2018;Festivales (Gazteinformazioa);19/07/2018;Euskera;;Itxassou;Francia
Euskaraldia - Abiatze ekitaldia Ipar Euskal Herrian;otros;17/03/2018;Euskera;;Itxassou;Francia
Falta & Zoo;Concierto;14/07/2018;Euskera;;Itxassou;Francia
Goxokik 30 urte;Concierto;27/10/2018;Euskera;;Itxassou;Francia
HaizEgoa Kantuz - Koloreak;Concierto;02/06/2018;Euskera;;Itxassou;Francia
Haurrock + Jo Kako Jo;Concierto;22/04/2018;Euskera;Sanoki Gela;Itxassou;Francia
